source,target,source_UniProtKB-Swiss-Prot,target_UniProtKB-Swiss-Prot
ENSG00000121060,ENSG00000164093,Q14258,Q99697
ENSG00000132305,ENSG00000170004,Q16891,Q12873
ENSG00000164093,ENSG00000168036,Q99697,P35222
ENSG00000132305,ENSG00000162692,Q16891,P19320
ENSG00000067596,ENSG00000067596,Q14562,Q14562
ENSG00000102882,ENSG00000126767,P27361,P19419
ENSG00000138376,ENSG00000175110,Q99728,P82650
ENSG00000100442,ENSG00000138376,Q00688,Q99728
ENSG00000131236,ENSG00000138376,Q01518,Q99728
ENSG00000138376,ENSG00000170004,Q99728,Q12873
ENSG00000135090,ENSG00000170653,Q9H2K8,P17544
ENSG00000138376,ENSG00000173163,Q99728,Q8N668
ENSG00000004487,ENSG00000127914,O60341,Q99996
ENSG00000096384,ENSG00000108094,P08238,Q13617
ENSG00000162692,ENSG00000181467,P19320,P61225
ENSG00000115414,ENSG00000181467,P02751,P61225
ENSG00000115414,ENSG00000213465,P02751,P36404
ENSG00000000938,ENSG00000096384,P09769,P08238
ENSG00000177606,ENSG00000204469,P05412,P48634
ENSG00000168610,ENSG00000182791,P40763,Q9NVE4
ENSG00000113387,ENSG00000115414,P53999,P02751
ENSG00000204469,ENSG00000224470,P48634,P0C7T5
ENSG00000115414,ENSG00000172172,P02751,Q9BYD1
ENSG00000139436,ENSG00000145901,Q14161,Q15025
ENSG00000096384,ENSG00000182541,P08238,P53671
ENSG00000002330,ENSG00000142208,Q92934,P31749
ENSG00000072401,ENSG00000109654,P51668,Q9C040
ENSG00000117461,ENSG00000152684,Q92569,Q9BRX2
ENSG00000166949,ENSG00000198742,P84022,Q9HCE7
ENSG00000008988,ENSG00000188906,P60866,Q5S007
ENSG00000106211,ENSG00000152684,P04792,Q9BRX2
ENSG00000115904,ENSG00000198399,Q07889,Q9NZM3
ENSG00000072401,ENSG00000204713,P51668,P14373
ENSG00000146648,ENSG00000198399,P00533,Q9NZM3
ENSG00000078269,ENSG00000198399,O15056,Q9NZM3
ENSG00000115414,ENSG00000178982,P02751,Q9UBQ5
ENSG00000197948,ENSG00000198399,Q86WN1,Q9NZM3
ENSG00000072864,ENSG00000204713,Q9NXR1,P14373
ENSG00000002330,ENSG00000132155,Q92934,P04049
ENSG00000162692,ENSG00000182149,P19320,P53990
ENSG00000005007,ENSG00000162692,Q92900,P19320
ENSG00000109320,ENSG00000145901,P19838,Q15025
ENSG00000109332,ENSG00000204713,P61077,P14373
ENSG00000109332,ENSG00000185019,P61077,O94941
ENSG00000109332,ENSG00000198961,P61077,O43164
ENSG00000115414,ENSG00000147416,P02751,P21281
ENSG00000008735,ENSG00000182307,Q13387,Q9H7E9
ENSG00000173805,ENSG00000182307,P54257,Q9H7E9
ENSG00000213923,ENSG00000213923,P49674,P49674
ENSG00000134982,ENSG00000213923,P25054,P49674
ENSG00000171444,ENSG00000213923,P23508,P49674
ENSG00000096384,ENSG00000213923,P08238,P49674
ENSG00000113558,ENSG00000156804,P63208,Q969P5
ENSG00000053372,ENSG00000115414,Q9UKD2,P02751
ENSG00000105851,ENSG00000186716,P48736,P11274
ENSG00000087191,ENSG00000140009,P62195,Q92731
ENSG00000134852,ENSG00000213923,O15516,P49674
ENSG00000103126,ENSG00000213923,O15169,P49674
ENSG00000133794,ENSG00000213923,O00327,P49674
ENSG00000088832,ENSG00000138376,P62942,Q99728
ENSG00000119655,ENSG00000138376,P61916,Q99728
ENSG00000138376,ENSG00000173805,Q99728,P54257
ENSG00000123131,ENSG00000123358,Q13162,P22736
ENSG00000108883,ENSG00000115414,Q15029,P02751
ENSG00000106211,ENSG00000108883,P04792,Q15029
ENSG00000108883,ENSG00000162692,Q15029,P19320
ENSG00000108883,ENSG00000113141,Q15029,Q13123
ENSG00000096384,ENSG00000185324,P08238,Q15131
ENSG00000105976,ENSG00000197122,P08581,P12931
ENSG00000106211,ENSG00000187109,P04792,P55209
ENSG00000083544,ENSG00000089280,Q9H7E2,P35637
ENSG00000146648,ENSG00000197122,P00533,P12931
ENSG00000097007,ENSG00000197122,P00519,P12931
ENSG00000100842,ENSG00000197122,O43281,P12931
ENSG00000151693,ENSG00000197122,O43150,P12931
ENSG00000136997,ENSG00000198900,P01106,P11387
ENSG00000090372,ENSG00000177606,Q9NRL3,P05412
ENSG00000083896,ENSG00000164548,Q96MU7,Q13595
ENSG00000146648,ENSG00000151491,P00533,Q12929
ENSG00000110395,ENSG00000151491,P22681,Q12929
ENSG00000151491,ENSG00000164904,Q12929,P49419
ENSG00000124788,ENSG00000131721,P54253,Q9BQY4
ENSG00000111676,ENSG00000131721,P54259,Q9BQY4
ENSG00000130560,ENSG00000197386,Q9BSL1,P42858
ENSG00000054267,ENSG00000134954,Q4LE39,P14921
ENSG00000121931,ENSG00000167900,Q5T3J3,P04183
ENSG00000115414,ENSG00000124614,P02751,P46783
ENSG00000010810,ENSG00000082074,P06241,O15117
ENSG00000142192,ENSG00000146648,P05067,P00533
ENSG00000142192,ENSG00000170345,P05067,P01100
ENSG00000001629,ENSG00000123358,Q9P2G1,P22736
ENSG00000124181,ENSG00000141736,P19174,P04626
ENSG00000097007,ENSG00000124181,P00519,P19174
ENSG00000187109,ENSG00000187109,P55209,P55209
ENSG00000167193,ENSG00000184515,P46108,Q5H9J7
ENSG00000167085,ENSG00000187109,P35232,P55209
ENSG00000160113,ENSG00000187109,P10588,P55209
ENSG00000096968,ENSG00000124181,O60674,P19174
ENSG00000124181,ENSG00000151693,P19174,O43150
ENSG00000112964,ENSG00000158092,P10912,P16333
ENSG00000162692,ENSG00000204435,P19320,P67870
ENSG00000160049,ENSG00000164305,O00273,P42574
ENSG00000164305,ENSG00000180353,P42574,P14317
ENSG00000146648,ENSG00000154237,P00533,Q38SD2
ENSG00000097007,ENSG00000154237,P00519,Q38SD2
ENSG00000124762,ENSG00000164305,P38936,P42574
ENSG00000146648,ENSG00000158092,P00533,P16333
ENSG00000158092,ENSG00000183918,P16333,O60880
ENSG00000082074,ENSG00000158092,O15117,P16333
ENSG00000185591,ENSG00000187109,P08047,P55209
ENSG00000010244,ENSG00000154473,O43670,O43684
ENSG00000135679,ENSG00000153914,Q00987,Q8WXA9
ENSG00000115414,ENSG00000135372,P02751,Q9H0A0
ENSG00000174405,ENSG00000196262,P49917,P62937
ENSG00000160208,ENSG00000186298,Q14684,P36873
ENSG00000116977,ENSG00000138376,O00214,Q99728
ENSG00000082996,ENSG00000177889,O43567,P61088
ENSG00000101871,ENSG00000177889,O15344,P61088
ENSG00000113649,ENSG00000138376,O14776,Q99728
ENSG00000119917,ENSG00000142192,O14879,P05067
ENSG00000115414,ENSG00000159023,P02751,P11171
ENSG00000115414,ENSG00000184357,P02751,P16401
ENSG00000047410,ENSG00000115414,P12270,P02751
ENSG00000136504,ENSG00000138376,O95251,Q99728
ENSG00000125148,ENSG00000138376,P02795,Q99728
ENSG00000131981,ENSG00000138376,P17931,Q99728
ENSG00000099804,ENSG00000204435,P49427,P67870
ENSG00000163635,ENSG00000213024,O15265,P37198
ENSG00000035687,ENSG00000115593,P30520,Q8NB12
ENSG00000132561,ENSG00000163635,O00339,O15265
ENSG00000123131,ENSG00000129988,Q13162,P18428
ENSG00000163635,ENSG00000188157,O15265,O00468
ENSG00000066044,ENSG00000066044,Q15717,Q15717
ENSG00000121931,ENSG00000205571,Q5T3J3,Q16637
ENSG00000085840,ENSG00000115942,Q13415,Q13416
ENSG00000162692,ENSG00000242372,P19320,P56537
ENSG00000115942,ENSG00000123374,Q13416,P24941
ENSG00000162692,ENSG00000196262,P19320,P62937
ENSG00000115942,ENSG00000115947,Q13416,O43929
ENSG00000103429,ENSG00000109332,Q9NZS9,P61077
ENSG00000115942,ENSG00000164815,Q13416,O43913
ENSG00000196235,ENSG00000196262,O00267,P62937
ENSG00000103429,ENSG00000131508,Q9NZS9,P62837
ENSG00000077800,ENSG00000110048,O75344,P22059
ENSG00000141959,ENSG00000152556,P17858,P08237
ENSG00000108468,ENSG00000121931,P83916,Q5T3J3
ENSG00000162692,ENSG00000177889,P19320,P61088
ENSG00000177889,ENSG00000204713,P61088,P14373
ENSG00000096063,ENSG00000275895,Q96SB4,ENSG00000275895
ENSG00000115414,ENSG00000141959,P02751,P17858
ENSG00000115414,ENSG00000177889,P02751,P61088
ENSG00000121931,ENSG00000172062,Q5T3J3,Q16637
ENSG00000096063,ENSG00000160201,Q96SB4,Q01081
ENSG00000096063,ENSG00000134748,Q96SB4,Q8NAV1
ENSG00000124614,ENSG00000162692,P46783,P19320
ENSG00000055609,ENSG00000136044,Q8NEZ4,Q8NEU8
ENSG00000147604,ENSG00000162692,P18124,P19320
ENSG00000125352,ENSG00000144028,O15541,O75643
ENSG00000115128,ENSG00000115414,Q9Y3B4,P02751
ENSG00000115128,ENSG00000115524,Q9Y3B4,O75533
ENSG00000168610,ENSG00000197444,P40763,Q9ULD0
ENSG00000108953,ENSG00000170027,P62258,P61981
ENSG00000102048,ENSG00000167193,Q96DX5,P46108
ENSG00000027869,ENSG00000167193,Q9NP31,P46108
ENSG00000027869,ENSG00000168610,Q9NP31,P40763
ENSG00000115414,ENSG00000139180,P02751,Q16795
ENSG00000027869,ENSG00000145675,Q9NP31,P27986
ENSG00000027869,ENSG00000070182,Q9NP31,P11277
ENSG00000107341,ENSG00000150991,Q712K3,P0CG48
ENSG00000172062,ENSG00000204463,Q16637,P46379
ENSG00000204463,ENSG00000205571,P46379,Q16637
ENSG00000027869,ENSG00000265817,Q9NP31,O95073
ENSG00000115128,ENSG00000162692,Q9Y3B4,P19320
ENSG00000089693,ENSG00000105993,Q15773,O75190
ENSG00000115414,ENSG00000197081,P02751,P11717
ENSG00000027869,ENSG00000072201,Q9NP31,Q8TBB1
ENSG00000108953,ENSG00000166913,P62258,P31946
ENSG00000134954,ENSG00000158417,P14921,O60841
ENSG00000134954,ENSG00000177606,P14921,P05412
ENSG00000027869,ENSG00000152467,Q9NP31,Q8NBB4
ENSG00000130255,ENSG00000162692,Q9Y3U8,P19320
ENSG00000130159,ENSG00000143801,Q9BQ95,P49810
ENSG00000100784,ENSG00000173039,O75582,Q04206
ENSG00000115234,ENSG00000124181,Q15036,P19174
ENSG00000080815,ENSG00000130159,P49768,Q9BQ95
ENSG00000027869,ENSG00000198889,Q9NP31,Q5VU92
ENSG00000027869,ENSG00000124831,Q9NP31,Q32MZ4
ENSG00000109906,ENSG00000136244,Q05516,P05231
ENSG00000002834,ENSG00000027869,Q14847,Q9NP31
ENSG00000143553,ENSG00000143702,O95295,Q5SW79
ENSG00000027869,ENSG00000169398,Q9NP31,Q05397
ENSG00000130159,ENSG00000130203,Q9BQ95,P02649
ENSG00000048052,ENSG00000108953,Q9UKV0,P62258
ENSG00000115414,ENSG00000130255,P02751,Q9Y3U8
ENSG00000027869,ENSG00000162869,Q9NP31,Q6ZMI0
ENSG00000104365,ENSG00000173039,O14920,Q04206
ENSG00000120948,ENSG00000162692,Q13148,P19320
ENSG00000104365,ENSG00000109320,O14920,P19838
ENSG00000096384,ENSG00000132356,P08238,Q13131
ENSG00000173039,ENSG00000186350,Q04206,P19793
ENSG00000070495,ENSG00000160201,Q6NYC1,Q01081
ENSG00000070495,ENSG00000275895,Q6NYC1,ENSG00000275895
ENSG00000169020,ENSG00000170345,P56385,P01100
ENSG00000135363,ENSG00000173039,P25791,Q04206
ENSG00000096384,ENSG00000109320,P08238,P19838
ENSG00000162692,ENSG00000169020,P19320,P56385
ENSG00000173039,ENSG00000204390,Q04206,P34931
ENSG00000106211,ENSG00000134308,P04792,P27348
ENSG00000070495,ENSG00000141867,Q6NYC1,O60885
ENSG00000047579,ENSG00000182473,Q96EV8,Q9UPT5
ENSG00000113368,ENSG00000162692,P20700,P19320
ENSG00000109320,ENSG00000184432,P19838,P35606
ENSG00000115414,ENSG00000122026,P02751,P46778
ENSG00000027869,ENSG00000184557,Q9NP31,O14543
ENSG00000072818,ENSG00000152061,Q15027,B7ZAP0
ENSG00000072818,ENSG00000152061,Q15027,Q5R372
ENSG00000142534,ENSG00000162692,P62280,P19320
ENSG00000106803,ENSG00000115414,P60468,P02751
ENSG00000008735,ENSG00000152061,Q13387,B7ZAP0
ENSG00000008735,ENSG00000152061,Q13387,Q5R372
ENSG00000139687,ENSG00000152061,P06400,B7ZAP0
ENSG00000139687,ENSG00000152061,P06400,Q5R372
ENSG00000161970,ENSG00000162692,P61254,P19320
ENSG00000113758,ENSG00000152061,Q16643,B7ZAP0
ENSG00000113758,ENSG00000152061,Q16643,Q5R372
ENSG00000115414,ENSG00000162244,P02751,P47914
ENSG00000108107,ENSG00000115414,P46779,P02751
ENSG00000092098,ENSG00000166949,Q96EP0,P84022
ENSG00000122026,ENSG00000162692,P46778,P19320
ENSG00000134198,ENSG00000152061,O60636,B7ZAP0
ENSG00000134198,ENSG00000152061,O60636,Q5R372
ENSG00000120526,ENSG00000181789,Q96RS6,Q9Y678
ENSG00000129991,ENSG00000158022,P19429,Q969Q1
ENSG00000115414,ENSG00000172867,P02751,P35908
ENSG00000162692,ENSG00000172867,P19320,P35908
ENSG00000158022,ENSG00000159173,Q969Q1,P19237
ENSG00000105245,ENSG00000175104,Q9Y6R0,Q9Y4K3
ENSG00000067182,ENSG00000104365,P19438,O14920
ENSG00000101752,ENSG00000131508,Q86YT6,P62837
ENSG00000079134,ENSG00000100296,Q96FV9,Q13769
ENSG00000101752,ENSG00000177889,Q86YT6,P61088
ENSG00000101752,ENSG00000109332,Q86YT6,P61077
ENSG00000164438,ENSG00000196781,O43711,Q04724
ENSG00000072401,ENSG00000154370,P51668,Q96F44
ENSG00000154370,ENSG00000170142,Q96F44,P51965
ENSG00000109332,ENSG00000154370,P61077,Q96F44
ENSG00000154370,ENSG00000177889,Q96F44,P61088
ENSG00000131508,ENSG00000154370,P62837,Q96F44
ENSG00000167900,ENSG00000196781,P04183,Q04724
ENSG00000106211,ENSG00000108953,P04792,P62258
ENSG00000078328,ENSG00000105245,Q9NWB1,Q9Y6R0
ENSG00000148677,ENSG00000158022,Q15327,Q969Q1
ENSG00000143632,ENSG00000158022,P68133,Q969Q1
ENSG00000106211,ENSG00000132376,P04792,Q9BT40
ENSG00000121931,ENSG00000158301,Q5T3J3,Q96D09
ENSG00000167526,ENSG00000172062,P26373,Q16637
ENSG00000167526,ENSG00000205571,P26373,Q16637
ENSG00000096384,ENSG00000177602,P08238,Q8TF76
ENSG00000108953,ENSG00000129250,P62258,O43896
ENSG00000082512,ENSG00000105245,O00463,Q9Y6R0
ENSG00000109180,ENSG00000170653,Q9NX40,P17544
ENSG00000133026,ENSG00000162692,P35580,P19320
ENSG00000109684,ENSG00000145975,Q7Z7G1,Q8IXS0
ENSG00000135446,ENSG00000136997,P11802,P01106
ENSG00000158022,ENSG00000254772,Q969Q1,P26641
ENSG00000108953,ENSG00000115414,P62258,P02751
ENSG00000087191,ENSG00000162692,P62195,P19320
ENSG00000027869,ENSG00000174306,Q9NP31,Q9H4I2
ENSG00000100320,ENSG00000100320,O43251,O43251
ENSG00000105647,ENSG00000168610,O00459,P40763
ENSG00000103507,ENSG00000168610,O14874,P40763
ENSG00000108953,ENSG00000118503,P62258,P21580
ENSG00000106211,ENSG00000204536,P04792,Q8TD31
ENSG00000108953,ENSG00000134308,P62258,P27348
ENSG00000115414,ENSG00000126945,P02751,P55795
ENSG00000106211,ENSG00000126945,P04792,P55795
ENSG00000004478,ENSG00000162692,Q02790,P19320
ENSG00000115414,ENSG00000163931,P02751,P29401
ENSG00000113407,ENSG00000162692,P26639,P19320
ENSG00000106211,ENSG00000113407,P04792,P26639
ENSG00000113407,ENSG00000115414,P26639,P02751
ENSG00000148408,ENSG00000204231,Q00975,P28702
ENSG00000004478,ENSG00000106211,Q02790,P04792
ENSG00000096401,ENSG00000182473,Q99459,Q9UPT5
ENSG00000108953,ENSG00000162692,P62258,P19320
ENSG00000027869,ENSG00000112773,Q9NP31,Q96IP4
ENSG00000067182,ENSG00000146648,P19438,P00533
ENSG00000115414,ENSG00000124635,P02751,P06899
ENSG00000027869,ENSG00000158246,Q9NP31,Q96A09
ENSG00000157500,ENSG00000163884,Q9UKG1,Q9UIH9
ENSG00000157500,ENSG00000185658,Q9UKG1,Q9NSI6
ENSG00000123685,ENSG00000157500,Q9NR55,Q9UKG1
ENSG00000101189,ENSG00000106211,Q9NV56,P04792
ENSG00000138398,ENSG00000185591,Q13427,P08047
ENSG00000108064,ENSG00000115414,Q00059,P02751
ENSG00000157500,ENSG00000169592,Q9UKG1,Q8NBZ0
ENSG00000037474,ENSG00000162692,Q08J23,P19320
ENSG00000027869,ENSG00000165699,Q9NP31,Q92574
ENSG00000086758,ENSG00000106211,Q7Z6Z7,P04792
ENSG00000172466,ENSG00000189403,P17028,P09429
ENSG00000027869,ENSG00000157500,Q9NP31,Q9UKG1
ENSG00000010810,ENSG00000163599,P06241,P16410
ENSG00000027869,ENSG00000117461,Q9NP31,Q92569
ENSG00000157500,ENSG00000165509,Q9UKG1,Q8TD91
ENSG00000078061,ENSG00000108953,P10398,P62258
ENSG00000110955,ENSG00000158022,P06576,Q969Q1
ENSG00000163608,ENSG00000185591,Q6NW34,P08047
ENSG00000060339,ENSG00000158022,Q8IX12,Q969Q1
ENSG00000125124,ENSG00000182473,Q9BXC9,Q9UPT5
ENSG00000116001,ENSG00000162692,P31483,P19320
ENSG00000141646,ENSG00000142208,Q13485,P31749
ENSG00000090520,ENSG00000105894,Q9UBS4,P21246
ENSG00000090520,ENSG00000204463,Q9UBS4,P46379
ENSG00000137168,ENSG00000162692,Q9Y3C6,P19320
ENSG00000090520,ENSG00000157212,Q9UBS4,Q6ZW49
ENSG00000130222,ENSG00000156508,O95257,P68104
ENSG00000090520,ENSG00000159459,Q9UBS4,Q8IWV7
ENSG00000066427,ENSG00000082701,P54252,P49841
ENSG00000141736,ENSG00000168610,P04626,P40763
ENSG00000090520,ENSG00000170085,Q9UBS4,Q8NDZ2
ENSG00000137267,ENSG00000167900,Q13885,P04183
ENSG00000106211,ENSG00000117859,P04792,Q96SU4
ENSG00000109775,ENSG00000174405,Q9NUQ7,P49917
ENSG00000115524,ENSG00000163877,O75533,Q8TAD8
ENSG00000134248,ENSG00000156508,O43504,P68104
ENSG00000113575,ENSG00000115414,P67775,P02751
ENSG00000141646,ENSG00000179348,Q13485,P23769
ENSG00000006432,ENSG00000096384,P80192,P08238
ENSG00000116478,ENSG00000157500,Q13547,Q9UKG1
ENSG00000080824,ENSG00000146648,P07900,P00533
ENSG00000080824,ENSG00000172680,P07900,P00540
ENSG00000100603,ENSG00000163877,Q13573,Q8TAD8
ENSG00000113141,ENSG00000163877,Q13123,Q8TAD8
ENSG00000109332,ENSG00000110344,P61077,Q14139
ENSG00000080824,ENSG00000132155,P07900,P04049
ENSG00000151491,ENSG00000155622,Q12929,Q96GT9
ENSG00000075624,ENSG00000172062,P60709,Q16637
ENSG00000131910,ENSG00000186350,Q15466,P19793
ENSG00000073111,ENSG00000105810,P49736,Q00534
ENSG00000080824,ENSG00000106211,P07900,P04792
ENSG00000075624,ENSG00000205571,P60709,Q16637
ENSG00000123154,ENSG00000137168,Q9BRX9,Q9Y3C6
ENSG00000080824,ENSG00000177606,P07900,P05412
ENSG00000136603,ENSG00000141646,P12757,Q13485
ENSG00000116649,ENSG00000162692,P19623,P19320
ENSG00000141646,ENSG00000171223,Q13485,P17275
ENSG00000117748,ENSG00000156508,P15927,P68104
ENSG00000101076,ENSG00000131910,P41235,Q15466
ENSG00000105810,ENSG00000111276,Q00534,P46527
ENSG00000141510,ENSG00000162772,P04637,P18847
ENSG00000141736,ENSG00000160691,P04626,P29353
ENSG00000124762,ENSG00000167552,P38936,Q71U36
ENSG00000167552,ENSG00000177606,Q71U36,P05412
ENSG00000146648,ENSG00000167552,P00533,Q71U36
ENSG00000117707,ENSG00000175029,Q92786,P56545
ENSG00000114423,ENSG00000157500,Q13191,Q9UKG1
ENSG00000162692,ENSG00000167088,P19320,P62314
ENSG00000105810,ENSG00000123374,Q00534,P24941
ENSG00000107779,ENSG00000170365,P36894,Q15797
ENSG00000069869,ENSG00000170365,P46934,Q15797
ENSG00000115414,ENSG00000164508,P02751,Q96QV6
ENSG00000014216,ENSG00000168610,P07384,P40763
ENSG00000082701,ENSG00000170365,P49841,Q15797
ENSG00000165731,ENSG00000168610,P07949,P40763
ENSG00000110880,ENSG00000162692,Q9ULV4,P19320
ENSG00000147274,ENSG00000162692,P38159,P19320
ENSG00000110880,ENSG00000115414,Q9ULV4,P02751
ENSG00000111859,ENSG00000170365,Q14511,Q15797
ENSG00000105810,ENSG00000124762,Q00534,P38936
ENSG00000125952,ENSG00000167552,P61244,Q71U36
ENSG00000169554,ENSG00000170365,O60315,Q15797
ENSG00000162772,ENSG00000177606,P18847,P05412
ENSG00000115966,ENSG00000162772,P15336,P18847
ENSG00000065361,ENSG00000101213,P21860,Q13882
ENSG00000119844,ENSG00000174405,Q6ULP2,P49917
ENSG00000162772,ENSG00000162772,P18847,P18847
ENSG00000168610,ENSG00000182866,P40763,P06239
ENSG00000140403,ENSG00000167136,Q8WW22,Q14249
ENSG00000130203,ENSG00000164867,P02649,P29474
ENSG00000142192,ENSG00000164867,P05067,P29474
ENSG00000101213,ENSG00000146648,Q13882,P00533
ENSG00000162772,ENSG00000183918,P18847,O60880
ENSG00000144231,ENSG00000177700,O15514,P62875
ENSG00000106211,ENSG00000169599,P04792,Q9UMS0
ENSG00000115415,ENSG00000170345,P42224,P01100
ENSG00000184557,ENSG00000186439,O14543,Q13061
ENSG00000105701,ENSG00000146648,Q14318,P00533
ENSG00000115415,ENSG00000141736,P42224,P04626
ENSG00000115415,ENSG00000157404,P42224,P10721
ENSG00000070182,ENSG00000115415,P11277,P42224
ENSG00000115415,ENSG00000186350,P42224,P19793
ENSG00000115415,ENSG00000168610,P42224,P40763
ENSG00000105701,ENSG00000175166,Q14318,Q13200
ENSG00000033800,ENSG00000115415,O75925,P42224
ENSG00000101343,ENSG00000106211,Q9BZJ0,P04792
ENSG00000122406,ENSG00000148291,P46777,Q15527
ENSG00000080824,ENSG00000106336,P07900,O75426
ENSG00000158828,ENSG00000196684,Q9BXM7,Q96JZ2
ENSG00000158828,ENSG00000180008,Q9BXM7,Q8WXH5
ENSG00000167193,ENSG00000175920,P46108,Q18PE1
ENSG00000105401,ENSG00000158828,Q16543,Q9BXM7
ENSG00000096384,ENSG00000158828,P08238,Q9BXM7
ENSG00000140396,ENSG00000141510,Q15596,P04637
ENSG00000168412,ENSG00000196924,P48039,P21333
ENSG00000048052,ENSG00000081189,Q9UKV0,Q06413
ENSG00000133935,ENSG00000167900,Q9UKR5,P04183
ENSG00000113580,ENSG00000144747,P04150,P82094
ENSG00000106211,ENSG00000213672,P04792,Q9NZQ3
ENSG00000112081,ENSG00000115414,P84103,P02751
ENSG00000104856,ENSG00000173039,Q01201,Q04206
ENSG00000135679,ENSG00000173039,Q00987,Q04206
ENSG00000115641,ENSG00000162772,Q14192,P18847
ENSG00000105877,ENSG00000186908,Q96DT5,Q8IUH5
ENSG00000101343,ENSG00000160799,Q9BZJ0,Q8WUD4
ENSG00000163635,ENSG00000196470,O15265,Q8IUQ4
ENSG00000134982,ENSG00000196470,P25054,Q8IUQ4
ENSG00000173039,ENSG00000182481,Q04206,P52292
ENSG00000109103,ENSG00000167900,Q13432,P04183
ENSG00000168610,ENSG00000196470,P40763,Q8IUQ4
ENSG00000111676,ENSG00000196470,P54259,Q8IUQ4
ENSG00000109332,ENSG00000196470,P61077,Q8IUQ4
ENSG00000131508,ENSG00000196470,P62837,Q8IUQ4
ENSG00000125691,ENSG00000173039,P62829,Q04206
ENSG00000109320,ENSG00000109320,P19838,P19838
ENSG00000159692,ENSG00000178177,Q13363,Q8N3X6
ENSG00000109339,ENSG00000173039,P53779,Q04206
ENSG00000125753,ENSG00000137218,P50552,O43559
ENSG00000099849,ENSG00000099940,Q02833,O95721
ENSG00000115414,ENSG00000125753,P02751,P50552
ENSG00000140941,ENSG00000146963,Q9GZQ8,Q9Y383
ENSG00000101882,ENSG00000146963,Q8N5F7,Q9Y383
ENSG00000089234,ENSG00000135655,Q7Z569,Q9Y4E8
ENSG00000115414,ENSG00000136167,P02751,P13796
ENSG00000095015,ENSG00000107643,Q13233,P45983
ENSG00000050327,ENSG00000177885,Q12774,P62993
ENSG00000173153,ENSG00000180530,P11474,P48552
ENSG00000157500,ENSG00000185869,Q9UKG1,Q3KNS6
ENSG00000157500,ENSG00000175920,Q9UKG1,Q18PE1
ENSG00000134308,ENSG00000146648,P27348,P00533
ENSG00000146648,ENSG00000168610,P00533,P40763
ENSG00000146648,ENSG00000171132,P00533,Q02156
ENSG00000130222,ENSG00000146963,O95257,Q9Y383
ENSG00000033800,ENSG00000141646,O75925,Q13485
ENSG00000115414,ENSG00000189403,P02751,P09429
ENSG00000096384,ENSG00000171132,P08238,Q02156
ENSG00000074356,ENSG00000163877,Q53F19,Q8TAD8
ENSG00000030304,ENSG00000080824,O15146,P07900
ENSG00000080824,ENSG00000100426,P07900,O75132
ENSG00000067596,ENSG00000240682,Q14562,Q9ULR0
ENSG00000127989,ENSG00000144036,Q99551,Q9Y2D4
ENSG00000110318,ENSG00000146963,Q9P2H0,Q9Y383
ENSG00000095015,ENSG00000141480,Q13233,P32121
ENSG00000096384,ENSG00000135409,P08238,Q16671
ENSG00000186187,ENSG00000244687,Q8ND25,Q13404
ENSG00000080824,ENSG00000135409,P07900,Q16671
ENSG00000156508,ENSG00000174405,P68104,P49917
ENSG00000125753,ENSG00000162692,P50552,P19320
ENSG00000123358,ENSG00000125753,P22736,P50552
ENSG00000177889,ENSG00000186187,P61088,Q8ND25
ENSG00000109332,ENSG00000186187,P61077,Q8ND25
ENSG00000090432,ENSG00000131508,Q969V5,P62837
ENSG00000095015,ENSG00000204390,Q13233,P34931
ENSG00000090432,ENSG00000109332,Q969V5,P61077
ENSG00000146094,ENSG00000157500,Q7L591,Q9UKG1
ENSG00000147443,ENSG00000168610,O60496,P40763
ENSG00000170142,ENSG00000186187,P51965,Q8ND25
ENSG00000133030,ENSG00000134308,Q6WCQ1,P27348
ENSG00000072401,ENSG00000090432,P51668,Q969V5
ENSG00000095015,ENSG00000102882,Q13233,P27361
ENSG00000115414,ENSG00000134308,P02751,P27348
ENSG00000091972,ENSG00000163606,P41217,Q8TD46
ENSG00000115414,ENSG00000135655,P02751,Q9Y4E8
ENSG00000068400,ENSG00000106211,Q4V328,P04792
ENSG00000158022,ENSG00000182154,Q969Q1,Q8IXM3
ENSG00000115414,ENSG00000133026,P02751,P35580
ENSG00000137936,ENSG00000169047,O75815,P35568
ENSG00000146648,ENSG00000204388,P00533,P0DMV9
ENSG00000157873,ENSG00000186265,Q92956,Q7Z6A9
ENSG00000113721,ENSG00000132155,P09619,P04049
ENSG00000015676,ENSG00000128607,Q8IVD9,Q6PID8
ENSG00000178607,ENSG00000197442,O75460,Q99683
ENSG00000101336,ENSG00000146648,P08631,P00533
ENSG00000101336,ENSG00000137218,P08631,O43559
ENSG00000142192,ENSG00000197442,P05067,Q99683
ENSG00000167397,ENSG00000167397,Q9BQB6,Q9BQB6
ENSG00000147155,ENSG00000167397,Q15125,Q9BQB6
ENSG00000120885,ENSG00000137337,P10909,Q14676
ENSG00000104365,ENSG00000213341,O14920,O15111
ENSG00000100351,ENSG00000182578,O75791,P07333
ENSG00000115414,ENSG00000167768,P02751,P04264
ENSG00000111237,ENSG00000116741,Q9UBQ0,P41220
ENSG00000015676,ENSG00000147231,Q8IVD9,Q6NSI4
ENSG00000116016,ENSG00000116016,Q99814,Q99814
ENSG00000084623,ENSG00000162692,Q13347,P19320
ENSG00000108561,ENSG00000146232,Q07021,O00221
