ID,Ontology Source,Term,GOLevels,GOGroups,Nr. Genes,% Associated Genes,Term PValue,Term PValue Corrected with Bonferroni step down,Group PValue,Group PValue Corrected with Bonferroni step down,Associated Genes Found,All Associated Genes,OverViewTerm,Genes Cluster #1,%Genes Cluster #1,Genes Cluster #2,%Genes Cluster #2
GO:0001935,GO_BiologicalProcess-EBI-UniProt-GOA-ACAP-ARAP_25.05.2022_00h00,endothelial cell proliferation,[4],[Group25],6,5.172414,2.454639944246018E-4,0.03853784712466249,{Group25=2.971313981736144E-15},{Group25=6.239759361645902E-14},"[AKT1, FGF2, MEF2C, PPARG, SIRT1, SP1]","[ADAM17, AGGF1, AGTR1, AIMP1, AKT1, AKT3, ANG, ANGPT1, ANGPT4, APLN, APOE, APOH, ATOH8, ATP5F1A, ATP5IF1, BMP2, BMP4, BMPER, BMPR2, CALCA, CCL11, CCL2, CCL24, CCL26, CD34, CDH13, CLSTN1, CNTN1, COL4A3, DAND5, DLG1, DLL4, ECM1, EGF, EGFL7, EGR3, EMC10, ERN1, F3, FCGR1BP, FGF13, FGF16, FGF18, FGF2, FGFBP1, FGFR1, FLT1, FLT4, GATA2, GDF2, GHRL, HMGB1, HMGB2, HMOX1, HTR2B, IL12A, IL12B, ITGA4, ITGB1BP1, ITGB3, JCAD, KDR, KRIT1, LEP, LOXL2, LRG1, MEF2C, MEN1, MMRN2, MYDGF, NF1, NGFR, NOX5, NR2F2, NR4A1, NRAS, PDCD10, PDCD6, PDCL3, PDGFB, PDPK1, PIK3CD, PLCG1, PLXNB3, PPARG, PPP1R16B, PRKCA, PRKD1, PRKD2, PRKX, PRL, PROK2, PROX1, PSG1, PTPRM, RGCC, RNU1-93P, SCG2, SIRT1, SIRT6, SORD, SP1, SPARC, STAT1, STAT5A, SULF1, SYNJ2BP, THAP1, THBS1, THBS4, VASH1, VASH2, VEGFA, WNT5A, XDH, ZNF580]",FALSE,"[AKT1, FGF2, MEF2C, PPARG, SIRT1, SP1]",99.99999761945435,[],0.0
GO:0001936,GO_BiologicalProcess-EBI-UniProt-GOA-ACAP-ARAP_25.05.2022_00h00,regulation of endothelial cell proliferation,"[5, 6]",[Group25],6,5.8252425,1.2791353534077966E-4,0.02225695514929566,{Group25=2.971313981736144E-15},{Group25=6.239759361645902E-14},"[AKT1, FGF2, MEF2C, PPARG, SIRT1, SP1]","[ADAM17, AGGF1, AGTR1, AIMP1, AKT1, AKT3, ANG, ANGPT1, APLN, APOE, APOH, ATOH8, ATP5F1A, ATP5IF1, BMP2, BMP4, BMPR2, CCL11, CCL2, CCL24, CCL26, CDH13, CLSTN1, CNTN1, COL4A3, DAND5, DLL4, ECM1, EGF, EGFL7, EGR3, EMC10, F3, FGF13, FGF16, FGF18, FGF2, FGFBP1, FGFR1, FLT1, FLT4, GATA2, GDF2, GHRL, HMGB1, HMGB2, HMOX1, HTR2B, IL12A, IL12B, ITGA4, ITGB3, JCAD, KDR, KRIT1, LEP, LRG1, MEF2C, MEN1, MMRN2, MYDGF, NF1, NGFR, NR2F2, NR4A1, NRAS, PDCD10, PDCD6, PDCL3, PDGFB, PDPK1, PIK3CD, PLCG1, PLXNB3, PPARG, PPP1R16B, PRKCA, PRKD1, PRKD2, PRL, PROX1, PSG1, PTPRM, RGCC, RNU1-93P, SCG2, SIRT1, SIRT6, SORD, SP1, SPARC, STAT1, STAT5A, SULF1, SYNJ2BP, THBS1, THBS4, VASH1, VASH2, VEGFA, WNT5A, XDH, ZNF580]",FALSE,"[AKT1, FGF2, MEF2C, PPARG, SIRT1, SP1]",99.99999761945435,[],0.0
GO:0002042,GO_BiologicalProcess-EBI-UniProt-GOA-ACAP-ARAP_25.05.2022_00h00,cell migration involved in sprouting angiogenesis,"[5, 6, 7, 8, 9, 10, 11]","[Group15, Group25]",4,9.523809,2.797780570640164E-4,0.04336559884492254,"{Group15=4.064536915556192E-13, Group25=2.971313981736144E-15}","{Group15=7.722620139556765E-12, Group25=6.239759361645902E-14}","[AKT1, FGF2, HDAC5, NOTCH1]","[ADTRP, AKT1, AKT3, ANXA1, CARD10, DLL4, EFNB2, EGR3, EPHB4, FGF13, FGF2, FGFBP1, GATA2, GPLD1, HDAC5, HDAC7, HDAC9, HMOX1, ITGB1BP1, JCAD, KDR, KLF4, MAP3K3, MEOX2, MIA3, MMRN2, NOTCH1, NR4A1, PDCD10, PIK3C2A, PIK3R3, RHOA, RHOJ, ROBO1, SLIT2, SRF, STARD13, TBXA2R, TDGF1, TDGF1P3, THBS1, VEGFA]",FALSE,"[AKT1, FGF2, HDAC5, NOTCH1]",99.99999761945435,[],0.0
GO:0002357,GO_BiologicalProcess-EBI-UniProt-GOA-ACAP-ARAP_25.05.2022_00h00,defense response to tumor cell,[4],"[Group11, Group25]",3,25.0,8.897790658577687E-5,0.01672784643812605,"{Group11=1.4990025596013523E-7, Group25=2.971313981736144E-15}","{Group11=1.0493017917209467E-6, Group25=6.239759361645902E-14}","[DAPK1, RELA, SPI1]","[ABI3, CASC2, DAPK1, DLEC1, KLF4, LAPTM5, PLK5, PRDX2, RBMS3, RELA, SPI1, TNFRSF10B]",FALSE,"[DAPK1, RELA, SPI1]",99.99999761945435,[],0.0
GO:0003700,GO_BiologicalProcess-EBI-UniProt-GOA-ACAP-ARAP_25.05.2022_00h00,DNA-binding transcription factor activity,"[7, 8, 9, 10, 11, 12]","[Group03, Group08, Group18, Group21]",33,4.2416453,2.639139089471158E-17,8.313288131834147E-15,"{Group03=2.639139089471158E-17, Group08=9.529355230436837E-22, Group18=3.79235323566993E-23, Group21=2.325907628493845E-20}","{Group03=6.070019905783663E-16, Group08=2.3823388076092093E-20, Group18=9.860118412741818E-22, Group21=5.582178308385228E-19}","[AKT1, ARRB2, CEBPA, CREB1, CTNNB1, EP300, ESR1, FOXO4, GATA3, GLI1, GLI2, GLI3, HDAC5, ID1, JUN, MEF2C, MYC, MYOD1, POU5F1, PPARG, PTCH1, PTEN, RELA, RXRA, SIRT1, SMARCA4, SOX2, SOX4, SP1, SPI1, SUFU, TCF4, TP53]","[ADORA3, AEBP1, AGER, AHR, AIM2, AKR1B1, AKT1, ALX1, ANXA3, ANXA4, APP, AR, AREG, ARHGEF2, ARHGEF5, ARID5B, ARNT, ARNT2, ARNTL2, ARRB1, ARRB2, ARX, ASCL1, ASCL2, ASIC2, ATF1, ATF2, ATF3, ATF4, ATF5, ATF6, ATF6B, ATOH8, BACH1, BARX2, BATF3, BCL10, BCL11A, BCL3, BCL6, BEX1, BEX2, BHLHE40, BHLHE41, BMP2, BNC1, BORCS8-MEF2B, BRIP1, BRMS1, BRMS1L, BUD31, C3orf33, CACTIN, CAMK1D, CAMK2A, CAPN3, CARD11, CARD14, CARD16, CARD8, CARD9, CARF, CASZ1, CAV1, CC2D1A, CCDC22, CD200, CD36, CD40, CD40LG, CDC5L, CDK5RAP3, CDKN2A, CDKN2AIP, CDX1, CDX2, CDX4, CEBPA, CEBPE, CEBPG, CHORDC1, CHP1, CHUK, CIB1, CLU, CMKLR1, COMMD1, COMMD6, COMMD7, COPS5, CREB1, CREB3, CREB3L1, CREB3L3, CREB3L4, CREB5, CREBRF, CREBZF, CREM, CRNN, CRX, CSF3, CTCF, CTCFL, CTNNB1, CTNNBIP1, CX3CL1, CYLD, CYP27B1, DAB2IP, DACH1, DAND5, DAP, DBP, DDIT3, DDR2, DDRGK1, DDX58, DEAF1, DHX9, DLX4, DNPEP, DUX1, DUX4, DUX4L1, DUX4L2, DUX5, DVL2, E2F1, E2F2, E2F3, E2F4, E2F5, E2F6, E2F7, E2F8, E4F1, EDA, EDA2R, EDN1, EGLN1, EGR1, EGR2, EGR4, EHF, EIF2AK2, ELF1, ELF2, ELF3, ELF4, ELK1, ELK3, ELK4, ELOF1, EN1, ENO1, EP300, EPAS1, ERBIN, ERC1, ERF, ERG, ESR1, ESR2, ESRRA, ESX1, ETF1, ETS1, ETS2, ETV1, ETV4, ETV5, ETV6, ETV7, FAF1, FANK1, FER, FLNA, FLOT1, FLOT2, FOS, FOSL2, FOXA1, FOXA2, FOXA3, FOXC1, FOXC2, FOXD2, FOXD3, FOXE1, FOXE3, FOXF1, FOXF2, FOXH1, FOXI1, FOXJ2, FOXJ3, FOXK1, FOXK2, FOXO1, FOXO3, FOXO4, FOXP2, FOXP3, FZD1, FZD2, FZD4, FZD6, GABPA, GARS1, GAS6, GATA1, GATA2, GATA3, GATA4, GATA5, GATA6, GC, GCM1, GCM2, GDNF, GFI1, GLI1, GLI2, GLI3, GRHL1, GRHL2, GRHL3, GSC2, GSX2, GTF2I, GTF2IP4, GTF2IRD1, GZF1, HAND1, HAND2, HAVCR2, HCK, HCLS1, HDAC2, HDAC4, HDAC5, HESX1, HEY1, HEY2, HEYL, HHEX, HIC1, HIF1A, HIF3A, HINFP, HLF, HNF1A, HNF1B, HNF4A, HNF4G, HOXA1, HOXA10, HOXA5, HOXA7, HOXB1, HOXB13, HOXB2, HOXB3, HOXB7, HOXC10, HOXC11, HOXC13, HOXC4, HOXD13, HOXD3, HOXD4, HOXD8, HOXD9, HSD17B4, HSF1, HSF2, HSF4, HSPA1A, HSPA1B, IAPP, ID1, ID2, ID3, IKBKB, IKBKE, IKBKG, IKZF3, IKZF5, IL10, IL18, IL18R1, IL18RAP, IL1B, IL6, INS, INSM1, IRAK1, IRAK2, IRAK3, IRF1, IRF2, IRF3, IRF4, IRF5, IRF7, IRF8, IRX1, IRX2, ISL1, JDP2, JUN, JUP, KCNH4, KCNH8, KCNIP3, KDM1A, KDM5A, KIT, KLF10, KLF11, KLF12, KLF15, KLF2, KLF4, KLF5, KLF6, KLF7, KLF8, LAMTOR5, LEF1, LGALS9, LHX3, LHX4, LITAF, LMX1B, LOC107987484, LOC107987485, LOC107987486, LOC107987487, LONP1, LRP6, LRRC14, LRRFIP1, LTF, MAD2L2, MAFF, MAFK, MALT1, MAP3K10, MAP3K13, MAVS, MAX, MAZ, MBTPS2, MECOM, MEF2A, MEF2B, MEF2C, MEF2D, MEIS2, MELTF, MEN1, MEOX2, MESP1, MIA3, MID2, MITF, MLX, MLXIP, MLXIPL, MNT, MTDH, MTF1, MTURN, MXD1, MXI1, MYB, MYBL1, MYBL2, MYC, MYCN, MYD88, MYOCD, MYOD1, MYOG, MYT1, MZF1, NACC2, NANOG, NEUROD1, NEUROG3, NFAM1, NFAT5, NFATC3, NFATC4, NFE2L1, NFE2L2, NFIA, NFIB, NFIC, NFIL3, NFKB1, NFKB2, NFKBIA, NFKBIL1, NFX1, NFYB, NHLH1, NKRF, NKX2-1, NKX2-5, NKX2-6, NKX2-8, NKX3-1, NKX6-3, NLRC3, NLRC4, NLRC5, NLRP12, NLRP2, NLRP2B, NLRP3, NOD1, NOD2, NODAL, NPAS4, NPM1, NR0B1, NR0B2, NR1D1, NR1H2, NR1H3, NR1H4, NR1I2, NR1I3, NR2C2, NR2E3, NR2F1, NR2F2, NR2F6, NR3C1, NR4A3, NR5A1, NR5A2, NRF1, NRL, NTRK1, NTS, NTSR1, NUPR1, NWD1, ONECUT2, OTP, OTULIN, OTX1, OTX2, PARK7, PARP10, PAX2, PAX6, PAX8, PAXIP1, PBX2, PBX2P1, PEX14, PGR, PHB2, PHOX2A, PHOX2B, PIM1, PITX2, PKD2, PKHD1, PLA2G10, PLAG1, PLAGL1, PLAGL2, PLPP3, PLSCR1, POU1F1, POU2F1, POU2F3, POU4F1, POU4F2, POU4F3, POU5F1, POU5F1P3, POU5F1P4, POU6F1, PPARA, PPARD, PPARG, PPARGC1A, PPIA, PPP2CB, PRDM1, PRDM16, PRDM2, PRDM5, PRDX3, PRKCH, PRKCI, PRKCQ, PRKD1, PRKD2, PRKRA, PRMT2, PROX1, PRRX1, PSG1, PSMA6, PSMD10, PTCH1, PTEN, PTGIS, PYCARD, PYDC1, PYDC2, RAB7B, RARA, RAX, RAX2, RB1, RBCK1, RBPJ, REL, RELA, REST, RFX4, RFX5, RFX6, RFXANK, RFXAP, RGCC, RHEBL1, RIPK1, RIPK2, RIPK3, RIPK4, RNF2, RNF220, RNF25, RNF31, ROR1, RORA, RORC, RPS3, RPS6KA5, RREB1, RTKN2, RUNX1, RWDD3, RXRA, RXRB, SALL2, SATB1, SATB2, SCRT1, SCX, SETD6, SFRP4, SFRP5, SHOX, SIGIRR, SIRT1, SIX1, SKI, SKIL, SLC2A4RG, SLCO3A1, SMAD1, SMAD2, SMAD3, SMAD4, SMAD7, SMARCA4, SMARCB1, SMIM44, SNAI1, SNAI2, SOX13, SOX18, SOX2, SOX4, SOX6, SOX7, SOX9, SP1, SP100, SP2, SPHK1, SPI1, SPIB, SREBF1, SREBF2, SRF, SRY, STAT1, STAT3, STAT5B, STAT6, STING1, STK24, STK3, STK36, SUFU, SUMO1, SYK, SYT14P1, TAF1, TAF12, TAF3, TAL1, TANK, TBX1, TBX2, TBX20, TBX21, TBX3, TBX5, TBXT, TCEAL7, TCF12, TCF21, TCF3, TCF4, TCF7L1, TCF7L2, TCFL5, TEAD1, TEAD2, TEAD3, TEAD4, TFAM, TFAP2A, TFAP2B, TFAP2C, TFAP4, TFB2M, TFDP1, TFDP2, TFDP3, TFEB, TFEC, TFRC, TGIF1, THAP1, THAP11, THRA, THRB, TIRAP, TLR2, TLR4, TLR6, TLR9, TLX2, TMIGD3, TMSB4X, TNF, TNFAIP3, TNFRSF11A, TNFSF11, TP53, TP63, TP73, TRADD, TRAF1, TRAF2, TRAF3, TRAF5, TRAF6, TRIB1, TRIM13, TRIM14, TRIM15, TRIM21, TRIM22, TRIM25, TRIM26, TRIM27, TRIM31, TRIM32, TRIM34, TRIM37, TRIM38, TRIM40, TRIM5, TRIM52, TRIM6-TRIM34, TRIM62, TRIM8, TRPS1, TSSK4, TSSK6, TWIST1, UBA2, UBE2N, UBE2V1, UBP1, UFL1, USF1, USF2, USF3, USP7, VDR, VEGFA, VENTX, VEZF1, VSX2, WFS1, WIZ, WNT2, WNT5A, WT1, XBP1, XBP1P1, XCL1, YY1, YY2, ZBED1, ZBED2, ZBTB14, ZBTB16, ZBTB17, ZBTB18, ZBTB2, ZBTB21, ZBTB32, ZBTB4, ZBTB5, ZBTB7A, ZBTB8A, ZC3H12A, ZC4H2, ZEB1, ZEB2, ZFHX3, ZFX, ZGPAT, ZHX1, ZHX3, ZIC3, ZKSCAN3, ZNF140, ZNF143, ZNF148, ZNF174, ZNF175, ZNF202, ZNF217, ZNF219, ZNF224, ZNF239, ZNF24, ZNF263, ZNF281, ZNF300, ZNF341, ZNF35, ZNF350, ZNF367, ZNF395, ZNF512B, ZNF536, ZNF579, ZNF589, ZNF639, ZNF644, ZNF675, ZNF692, ZNF746, ZNF750, ZNF76, ZNF85, ZNF91, ZNF93, ZSCAN21]",TRUE,"[AKT1, ARRB2, CEBPA, CREB1, CTNNB1, EP300, ESR1, FOXO4, GATA3, GLI1, GLI2, GLI3, HDAC5, ID1, JUN, MEF2C, MYC, MYOD1, POU5F1, PPARG, PTCH1, PTEN, RELA, RXRA, SIRT1, SMARCA4, SOX2, SOX4, SP1, SPI1, SUFU, TCF4, TP53]",73.38313050583768,"[CEBPA, GLI2, PTCH1, PTEN, SOX2, SUFU, TCF4, TP53]",26.61687251875056
GO:0003714,GO_BiologicalProcess-EBI-UniProt-GOA-ACAP-ARAP_25.05.2022_00h00,transcription corepressor activity,"[7, 8, 9, 10, 11, 12, 13]",[Group24],6,6.382979,7.689812849163435E-5,0.014610644413410525,{Group24=1.6683457571419606E-16},{Group24=3.670360665712314E-15},"[BCOR, CREBBP, HDAC1, PBXIP1, SIRT1, SMARCA4]","[AJUBA, ARID5A, ATN1, BASP1, BCL3, BCOR, BEND6, BRD7, C1QBP, CASP8AP2, CBFA2T2, CCAR1, CCND1, CDYL, CIR1, CITED2, CNOT7, CREBBP, CRYM, CTBP1, DAXX, DDX54, DNAJB1, DNMT3B, ELANE, ENO1, GPS2, HDAC1, HDAC3, HDGF, HIPK2, HMGA2, HMGB1, HNRNPU, HSPA1A, IRF2BP1, IRF2BP2, JAZF1, KCTD1, KDM5B, KMT5A, LCOR, MECP2, MTA1, NCOR1, NCOR2, NOC2L, NPAT, NR0B1, NR0B2, NRIP1, PA2G4, PARP15, PARP9, PBXIP1, PEX14, PHB1, PHF12, PRKN, RBBP8, RBFOX2, RBM15, RUNX1T1, RUVBL2, SAP30, SCAI, SDR16C5, SIN3A, SIRT1, SMARCA4, SNW1, SPEN, SSX1, TBL1X, TBL1XR1, TCERG1, TCF25, TCP10L, TFAP2A, TLE1, TLE2, TLE5, TRIM28, UBE2V1, URI1, UXT, YAF2, YAP1, ZFPM1, ZFPM2, ZMYND8, ZNF366, ZNF451, ZNF653]",FALSE,"[BCOR, CREBBP, HDAC1, PBXIP1, SIRT1, SMARCA4]",66.72326092681547,"[BCOR, CREBBP]",33.276738292416674
GO:0004402,GO_BiologicalProcess-EBI-UniProt-GOA-ACAP-ARAP_25.05.2022_00h00,histone acetyltransferase activity,"[7, 8, 10, 11]","[Group24, Group25]",4,14.285714,5.5486521113240874E-5,0.011041817701534933,"{Group24=1.6683457571419606E-16, Group25=2.971313981736144E-15}","{Group24=3.670360665712314E-15, Group25=6.239759361645902E-14}","[BRCA2, CREBBP, EID1, EP300]","[ARRB1, ATF2, BRCA2, CLOCK, CREBBP, EID1, EP300, GDNF, HAT1, KAT14, KAT2A, KAT2B, KAT5, KAT6A, KAT6B, KAT7, KAT8, MCM3AP, MSL3, NAA40, NAA50, NAA60, NCOA3, TADA2A, TAF1, TAF10, TAF9, USP22]",FALSE,"[BRCA2, CREBBP, EID1, EP300]",72.77777749043959,[CREBBP],27.222220048298663
GO:0004693,GO_BiologicalProcess-EBI-UniProt-GOA-ACAP-ARAP_25.05.2022_00h00,cyclin-dependent protein serine/threonine kinase activity,"[5, 6]",[Group25],6,13.043478,1.1818300838940367E-6,3.120031421480257E-4,{Group25=2.971313981736144E-15},{Group25=6.239759361645902E-14},"[AKT1, CCNB1, CDK1, CDK2, EGFR, PTEN]","[ADAM17, AKT1, APC, BCCIP, BLM, CCNA2, CCNB1, CCND1, CCND2, CCND3, CCNK, CCNY, CDK1, CDK14, CDK2, CDK4, CDK5RAP1, CDK6, CDK9, CDKN1B, CDKN2A, CDKN2B, CDKN2C, CDKN2D, EGFR, GTPBP4, HEXIM1, HEXIM2, HHEX, INCA1, LATS1, LATS2, MEN1, MYOCD, NR2F2, PDGFB, PKD1, PKD2, PLK1, PRKD2, PROC, PROX1, PSMD10, PTEN, RGCC, TFAP4]",FALSE,"[AKT1, CCNB1, CDK1, CDK2, EGFR, PTEN]",80.04074140535869,[PTEN],19.959267334060154
GO:0006473,GO_BiologicalProcess-EBI-UniProt-GOA-ACAP-ARAP_25.05.2022_00h00,protein acetylation,"[6, 7]","[Group24, Group25]",9,5.806452,2.4782360986172817E-6,6.319502051474068E-4,"{Group24=1.6683457571419606E-16, Group25=2.971313981736144E-15}","{Group24=3.670360665712314E-15, Group25=6.239759361645902E-14}","[BRCA2, CREBBP, DDX3X, EID1, EP300, HDAC5, SIRT1, SOX4, SPI1]","[AANAT, ACTB, ACTL6A, ARNTL, ARRB1, ATAT1, ATF2, ATXN7, ATXN7L3, AUTS2, AUTS8, BAG6, BEND3, BLOC1S1, BRCA1, BRCA2, BRD1, BRD7, BRD8, BRPF1, BRPF3, CAMK1, CEP295, CLOCK, CREBBP, CTBP1, DDX3X, DMAP1, DR1, DSCC1, EID1, ENY2, EP300, EP400, EPC1, EPC2, ESCO1, ESCO2, FAM161A, FOXP3, GDNF, GLYR1, GTF2B, HAT1, HCFC1, HDAC5, ING3, ING4, ING5, IWS1, JADE1, JADE2, JADE3, KANSL1, KANSL2, KANSL3, KAT14, KAT2A, KAT2B, KAT5, KAT6A, KAT6B, KAT7, KAT8, KLF15, KMT2A, LACRT, LEF1, LIF, MAGEA2, MAP3K7, MAPK3, MBIP, MBTD1, MCM3AP, MCRS1, MEAF6, MORF4L1, MORF4L2, MRGBP, MSL1, MSL2, MSL3, MUC1, NAA10, NAA11, NAA15, NAA16, NAA20, NAA25, NAA30, NAA40, NAA50, NAA60, NAA80, NAT10, NAT8, NAT8B, NCOA3, NFYA, NFYB, NFYC, NOC2L, OGT, PARK7, PER1, PHF20, PIH1D1, POLE3, POTEF, PWWP2A, RAPGEF3, RPS6KA4, RPS6KA5, RUVBL1, RUVBL2, SDR16C5, SGF29, SIN3A, SIRT1, SMARCB1, SNCA, SOX4, SPHK2, SPI1, SUPT3H, SUPT7L, TADA1, TADA2A, TADA3, TAF1, TAF10, TAF12, TAF2, TAF4, TAF5, TAF5L, TAF6, TAF6L, TAF7, TAF9, TAOK1, TERF2IP, THAP7, TMEM98, TRIM16, TRRAP, USP22, VPS72, WBP2, WDR5, YEATS2, YEATS4, ZNF451, ZZZ3]",FALSE,"[BRCA2, CREBBP, DDX3X, EID1, EP300, HDAC5, SIRT1, SOX4, SPI1]",75.04774252020532,"[CREBBP, DDX3X]",24.952258553637165
GO:0006474,GO_BiologicalProcess-EBI-UniProt-GOA-ACAP-ARAP_25.05.2022_00h00,N-terminal protein amino acid acetylation,"[5, 6, 7, 8]","[Group24, Group25]",3,18.75,2.2156649131707733E-4,0.035450638610732374,"{Group24=1.6683457571419606E-16, Group25=2.971313981736144E-15}","{Group24=3.670360665712314E-15, Group25=6.239759361645902E-14}","[CREBBP, EP300, SOX4]","[AANAT, CREBBP, EP300, KAT2B, NAA10, NAA11, NAA15, NAA16, NAA20, NAA25, NAA30, NAA40, NAA50, NAA60, NAA80, SOX4]",FALSE,"[CREBBP, EP300, SOX4]",66.72326461015246,[CREBBP],33.27674012939886
GO:0006475,GO_BiologicalProcess-EBI-UniProt-GOA-ACAP-ARAP_25.05.2022_00h00,internal protein amino acid acetylation,"[7, 8]","[Group24, Group25]",7,5.3846154,5.651719185729541E-5,0.011190403987744492,"{Group24=1.6683457571419606E-16, Group25=2.971313981736144E-15}","{Group24=3.670360665712314E-15, Group25=6.239759361645902E-14}","[BRCA2, CREBBP, EID1, EP300, HDAC5, SIRT1, SPI1]","[ACTB, ACTL6A, ARRB1, ATAT1, ATF2, ATXN7, ATXN7L3, AUTS2, AUTS8, BAG6, BEND3, BRCA1, BRCA2, BRD1, BRD7, BRD8, BRPF1, BRPF3, CAMK1, CLOCK, CREBBP, CTBP1, DMAP1, DR1, EID1, ENY2, EP300, EP400, EPC1, EPC2, FOXP3, GDNF, GLYR1, HAT1, HCFC1, HDAC5, ING3, ING4, ING5, IWS1, JADE1, JADE2, JADE3, KANSL1, KANSL2, KANSL3, KAT14, KAT2A, KAT2B, KAT5, KAT6A, KAT6B, KAT7, KAT8, KMT2A, LEF1, LIF, MAP3K7, MAPK3, MBIP, MBTD1, MCM3AP, MCRS1, MEAF6, MORF4L1, MORF4L2, MRGBP, MSL1, MSL2, MSL3, MUC1, NAA40, NAA50, NAA60, NAT8, NAT8B, NCOA3, NFYA, NFYB, NFYC, NOC2L, OGT, PARK7, PER1, PHF20, PIH1D1, POLE3, POTEF, PWWP2A, RAPGEF3, RPS6KA4, RPS6KA5, RUVBL1, RUVBL2, SDR16C5, SGF29, SIN3A, SIRT1, SMARCB1, SNCA, SPHK2, SPI1, SUPT3H, SUPT7L, TADA1, TADA2A, TADA3, TAF1, TAF10, TAF12, TAF2, TAF4, TAF5, TAF5L, TAF6, TAF6L, TAF7, TAF9, THAP7, TMEM98, TRIM16, TRRAP, USP22, VPS72, WBP2, WDR5, YEATS2, YEATS4, ZNF451, ZZZ3]",FALSE,"[BRCA2, CREBBP, EID1, EP300, HDAC5, SIRT1, SPI1]",82.38993397041915,[CREBBP],17.610060885900634
GO:0006977,GO_BiologicalProcess-EBI-UniProt-GOA-ACAP-ARAP_25.05.2022_00h00,"DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest","[6, 7, 8, 9, 10, 11, 12, 13]",[Group25],3,33.333332,3.453852934266498E-5,0.00721855263261698,{Group25=2.971313981736144E-15},{Group25=6.239759361645902E-14},"[CDKN1A, MDM2, TP53]","[CASP2, CDKN1A, CRADD, MDM2, MUC1, PIDD1, PRAP1, RPL26, TP53]",FALSE,"[CDKN1A, MDM2, TP53]",66.72326461015246,[TP53],33.27674012939886
GO:0007179,GO_BiologicalProcess-EBI-UniProt-GOA-ACAP-ARAP_25.05.2022_00h00,transforming growth factor beta receptor signaling pathway,"[5, 6, 7, 8]","[Group16, Group24, Group25]",7,5.785124,3.568096060460131E-5,0.007421639805757073,"{Group16=1.8903562777929357E-10, Group24=1.6683457571419606E-16, Group25=2.971313981736144E-15}","{Group16=2.457463161130816E-9, Group24=3.670360665712314E-15, Group25=6.239759361645902E-14}","[ARRB2, CREBBP, EP300, JUN, PPARG, SIRT1, SRC]","[ACVR1, ACVRL1, ADAM17, ADAM9, ADAMTSL2, APLP2, APOA1, APPL1, APPL2, ARRB2, ASPN, BAMBI, BCL9, BCL9L, BMP2, C20orf27, CAV1, CD109, CDH5, CDKN1C, CDKN2B, CITED1, CLDN5, COL1A2, COL3A1, CREBBP, DAB2, EID2, ENG, EP300, FERMT2, FKBP1A, FLCN, FOS, FSHB, GARS1, GCNT2, GPI, HIPK2, HPGD, HSP90AB1, HSPA1A, IL17F, ING2, ING3, INGX, ITGA3, ITGB1, ITGB5, JUN, LDLRAD4, LEMD3, LRG1, LRRC32, LTBP1, MEN1, NKX2-1, NLK, PBLD, PDPK1, PDZD2, PEG10, PIN1, PMEPA1, PPARA, PPARG, PPM1A, PRDM16, PSG4, PSG9, PTK2, PTPRK, PXDN, PXN, SDCBP, SIRT1, SKI, SKOR2, SLC2A10, SMAD1, SMAD2, SMAD3, SMAD4, SMAD6, SMAD7, SMURF1, SMURF2, SNW1, SNX25, SNX6, SOX11, SRC, SRFBP1, STAT3, STK11, STRAP, STUB1, TGFB1, TGFB1I1, TGFB2, TGFB3, TGFBR1, TGFBR2, TGFBR3, THBS1, TRIM33, TWSG1, USP15, USP9X, VASN, VEPH1, WFIKKN1, WFIKKN2, ZBTB7A, ZEB2, ZFYVE9, ZMIZ1, ZMIZ2, ZNF451, ZNF703, ZYX]",FALSE,"[ARRB2, CREBBP, EP300, JUN, PPARG, SIRT1, SRC]",82.38993397041915,[CREBBP],17.610060885900634
GO:0007224,GO_BiologicalProcess-EBI-UniProt-GOA-ACAP-ARAP_25.05.2022_00h00,smoothened signaling pathway,"[4, 5, 6]",[Group05],5,19.23077,1.3071097129408974E-6,3.43769854503456E-4,{Group05=1.3071097129408974E-6},{Group05=5.228438851763589E-6},"[GLI1, GLI2, GLI3, SMO, SUFU]","[ACTRT1, DCDC2, DYRK2, FBXL17, GLI1, GLI2, GLI3, HERC4, IFT81, IHH, KCTD21, KCTD6, MAP3K10, PTCHD1, RACK1, SFRP1, SHH, SMO, SMOX, STK36, SUFU, TCTN3, TULP3, UCHL5, ULK3, VCP]",FALSE,"[GLI1, GLI2, GLI3, SMO, SUFU]",52.69509337670616,"[GLI2, SMO, SUFU]",47.30490466174887
